Study_ID,level,Scientific_name,Common_name,Breeding_system,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,yearly_data,No,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,fam_sys_known,fam_sys_inferred,breedsys_known,breedsys_inferred,breedsys_cat,breedsys_cat1,breedsys_cat2,Female.MinMass,Female.MaxMass,,Male.MinMass,Male.MaxMass,Average.Mass,Social_1,Social_2,Social_3,Social_4,Social_5,Social_6,Mono,Poly,mono_poly_model,BS_Birdbase,Coop,Nest_type,CS_min,CS_max,cooperative_breeding,max_pa,match_source,MG_comments,Sexual selection,Data certainty,Sex-role_reversal,Territoriality,Migration,Lat_round,Long_round,population_id,breeding_system_cat,nest_type_model,breeding_system_3cat,breeding_system_model,marker_type_model,study_duration_num,nest_box_model,population_id_source,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring,parental_care_model,parental_care_binary
200Henry2013,total,Tyto_alba,barn_owl,monogamy,455,1.3,95,2.1,46.82,6.95,yes,microsatellite,1996,2011,16,April,October,no,187,Tyto_alba,Tyto_alba,Tyto_alba,Tyto_alba,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,NA,NA,,380,NA,345.6666667,0,0,0,1,0,0,Mono,Poly,mixed,MonoPoly,0,CV,2,16,NA,NA,NA,NA,1,3,0,Territorial,Weak,46.82,6.95,Tyto_alba_46.82_6.95,monogamy,cavity,monogamy,monogamy,microsatellite,16,yes,species_coordinates,2,93,6,449,biparental,biparental
242Berthier2012,total,Upupa_epops,Eurasian_hoopoe,monogamy,254,3.9,41,17.1,46.33,7.67,no,microsatellite,2004,2004,1,April,August,single-year study,188,Upupa_epops,Upupa_epops,Upupa_epops,Upupa_epops,family,family,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,46,75,,47,87,65.5,0,0,0,1,0,0,Mono,NA,monogamy,Mono,1,CV,2,12,yes,9.6,Clements_name,NA,1,4,0,Territorial,Strong,46.33,7.67,Upupa_epops_46.33_7.67,monogamy,cavity,monogamy,monogamy,microsatellite,1,no,species_coordinates,7,34,10,244,NA,NA
321Martín-Vivaldi2002,total,Upupa_epops,Eurasian_hoopoe,monogamy,65,10,20,10,37,-3,no,DNA_fingerprinting,1995,1995,1,February,June,single-year study,188,Upupa_epops,Upupa_epops,Upupa_epops,Upupa_epops,family,family,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,46,75,,47,87,65.5,0,0,0,1,0,0,Mono,NA,monogamy,Mono,1,CV,2,12,yes,9.6,Clements_name,NA,1,4,0,Territorial,Strong,37,-3,Upupa_epops_37_-3,monogamy,cavity,monogamy,monogamy,DNA_fingerprinting,1,no,species_coordinates,2,18,6,59,NA,NA
452Birkhead2001,total,Uria_aalge,common_murres,monogamy,77,7.8,77,7.8,51.75,-5.28,no,DNA_fingerprinting,1996,1998,3,June,August,no,189,Uria_aalge,Uria_aalge,Uria_aalge,Uria_aalge,no_fam,no_fam,pair,Pair,biparental,biparental,biparental,815,1187,,775,1202,984,1,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,NO,1,1,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,51.75,-5.28,Uria_aalge_51.75_-5.28,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,6,71,6,71,biparental,biparental
171Ibarguchi2004,total,Uria_lomvia,thick-billed_murres,monogamy,27,7.4,27,7.4,62,-83,no,microsatellite,1996,1997,2,July,August,no,190,Uria_lomvia,Uria_lomvia,Uria_lomvia,Uria_lomvia,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,779,NA,,773,NA,945.75,1,0,0,0,0,0,Mono,NA,monogamy,Mono,0,"NO,SC",1,1,NA,NA,NA,NA,1,4,0,Non-territorial,Strong,62,-83,Uria_lomvia_62_-83,monogamy,ground,monogamy,monogamy,microsatellite,2,no,species_coordinates,2,25,2,25,biparental,biparental
418Harper2010,total,Vermivora_chrysoptera,golden-winged_warbler,monogamy,62,38.7,17,76.5,44.57,-76.32,no,microsatellite,2005,2005,1,April,July,single-year study,191,Vermivora_chrysoptera,Vermivora_chrysoptera,Vermivora_chrysoptera,Vermivora_chrysoptera,NA,NA,Pair,Pair,biparental,biparental,biparental,7.4,11.8,,7.2,10.8,9.3,0,1,1,0,0,0,Mono,Poly,mixed,MonoPoly,0,CP,4,7,no,0,Clements_name,NA,2,4,0,Territorial,Strong,44.57,-76.32,Vermivora_chrysoptera_44.57_-76.32,monogamy,open,monogamy,monogamy,microsatellite,1,no,species_coordinates,13,4,24,38,biparental,biparental
16Campomizzi2012,total,Vireo_griseus,white-eyed_vireo,monogamy,102,2,36,5.6,31.4,-97.8,no,microsatellite,2008,2010,3,March,June,no,192,Vireo_griseus,Vireo_griseus,Vireo_griseus,Vireo_griseus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,7.56,13,,8.28,13.9,11.17333333,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,PN,3,5,NA,NA,NA,NA,1,4,0,Territorial,Strong,31.4,-97.8,Vireo_griseus_31.4_-97.8,monogamy,other_enclosed,monogamy,monogamy,microsatellite,3,no,species_coordinates,2,34,2,100,biparental,biparental
161Morton1998,total,Vireo_olivaceus,red-eyed_vireo,monogamy,19,57.9,7,57.1,41,-79,no,DNA_fingerprinting,1994,1995,2,April,August,no,193,Vireo_olivaceus,Vireo_olivaceus,Vireo_olivaceus,Vireo_olivaceus,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,11.38,28.2,,11.1,29.5,19.19666667,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,CP,1,5,NA,NA,NA,NA,3,4,0,Territorial,Strong,41,-79,Vireo_olivaceus_41_-79,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,4,3,11,8,biparental,biparental
161Morton1998,total,Vireo_solitarius,blue-headed_vireo,monogamy,37,2.7,16,6.2,41,-79,no,DNA_fingerprinting,1994,1995,2,April,August,no,194,Vireo_solitarius,Vireo_solitarius,Vireo_solitarius,Vireo_solitarius,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,16.6,17,,NA,NA,16.45,0,0,0,0,0,0,Mono,NA,monogamy,Mono,0,CP,3,5,NA,NA,NA,NA,0,4,0,Territorial,Strong,41,-79,Vireo_solitarius_41_-79,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,1,15,1,36,biparental,biparental
61Carvalho2006,total,Volatinia_jacarina,blue-black_grassquits,monogamy,20,50,11,63.6,-15.95,-47.93,no,microsatellite,1999,2000,2,November,March,single-year study,195,Volatinia_jacarina,Volatinia_jacarina,Volatinia_jacarina,Volatinia_jacarina,NA,NA,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,10,0,1,0,1,1,0,Mono,Poly,mixed,MonoPoly,0,CP,1,4,no,0,Clements_name,NA,1,4,0,Non-territorial,Weak,-15.95,-47.93,Volatinia_jacarina_-15.95_-47.93,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,7,4,10,10,biparental,biparental
288Manica2016,total,Volatinia_jacarina,blue-black_grassquits,monogamy,208,21.2,95,30.5,-15.93,-47.93,no,microsatellite,2008,2011,4,October,February,yes,195,Volatinia_jacarina,Volatinia_jacarina,Volatinia_jacarina,Volatinia_jacarina,NA,NA,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,10,0,1,0,1,1,0,Mono,Poly,mixed,MonoPoly,0,CP,1,4,no,0,Clements_name,NA,1,4,0,Non-territorial,Weak,-15.93,-47.93,Volatinia_jacarina_-15.93_-47.93,monogamy,open,monogamy,monogamy,microsatellite,4,no,species_coordinates,29,66,44,164,biparental,biparental
48Stutchbury1997,total,Wilsonia_citrina,hooded_warbler,monogamy,356,26.7,119,35.3,41,-79,no,DNA_fingerprinting,1991,1995,5,May,August,no,196,Wilsonia_citrina,Wilsonia_citrina,Setophaga_citrina,Setophaga_citrina,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,8.6,12.8,,8.1,12.5,10.5,0,1,0,0,1,0,Mono,Poly,mixed,MonoPoly,3,CP,1,5,NA,NA,NA,NA,3,4,0,Territorial,Strong,41,-79,Wilsonia_citrina_41_-79,monogamy,open,monogamy,monogamy,DNA_fingerprinting,5,no,species_coordinates,42,77,95,261,biparental,biparental
316Grunst2017,total,Zonotrichia_albicollis,white-throated_sparrow,monogamy,1183,15.4,379,26.6,44.15,-74.78,no,microsatellite,2004,2013,10,April,June,no,197,Zonotrichia_albicollis,Zonotrichia_albicollis,Zonotrichia_albicollis,Zonotrichia_albicollis,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,20,31.4,,23,36.1,27.48333333,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,1,7,no,0,Clements_name,NA,1,4,0,Territorial,Strong,44.15,-74.78,Zonotrichia_albicollis_44.15_-74.78,monogamy,open,monogamy,monogamy,microsatellite,10,no,species_coordinates,101,278,182,1001,biparental,biparental
153Tuttle2003,total,Zonotrichia_albicollis,white-throated_sparrow,monogamy,89,18,32,31.2,44.15,-74.78,no,DNA_fingerprinting,1988,1995,8,April,June,no,197,Zonotrichia_albicollis,Zonotrichia_albicollis,Zonotrichia_albicollis,Zonotrichia_albicollis,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,20,31.4,,23,36.1,27.48333333,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,1,7,no,0,Clements_name,NA,1,4,0,Territorial,Strong,44.15,-74.78,Zonotrichia_albicollis_44.15_-74.78,monogamy,open,monogamy,monogamy,DNA_fingerprinting,8,no,species_coordinates,10,22,16,73,biparental,biparental
71Eikenaar2013,total,Zonotrichia_capensis,rufous-collared_sparrow,monogamy,24,41.7,11,63.6,-0.35,-78.15,no,microsatellite,2006,2007,2,October,January,single-year study,198,Zonotrichia_capensis,Zonotrichia_capensis,Zonotrichia_capensis,Zonotrichia_capensis,NA,NA,Pair,Pair,biparental,biparental,biparental,17.1,31,,16.1,30.7,23.78333333,0,0,1,1,0,0,Mono,NA,monogamy,Mono,0,CP,2,5,NA,NA,NA,NA,2,4,0,Territorial,Weak,-0.35,-78.15,Zonotrichia_capensis_-0.35_-78.15,monogamy,open,monogamy,monogamy,microsatellite,2,no,species_coordinates,7,4,10,14,biparental,biparental
71Eikenaar2013,total,Zonotrichia_capensis,rufous-collared_sparrow,monogamy,23,52.2,10,60,-0.12,-77.92,no,microsatellite,2009,2009,1,January,December,single-year study,198,Zonotrichia_capensis,Zonotrichia_capensis,Zonotrichia_capensis,Zonotrichia_capensis,NA,NA,Pair,Pair,biparental,biparental,biparental,17.1,31,,16.1,30.7,23.78333333,0,0,1,1,0,0,Mono,NA,monogamy,Mono,0,CP,2,5,NA,NA,NA,NA,2,4,0,Territorial,Weak,-0.12,-77.92,Zonotrichia_capensis_-0.12_-77.92,monogamy,open,monogamy,monogamy,microsatellite,1,no,species_coordinates,6,4,12,11,biparental,biparental
164Bonier2007,total,Zonotrichia_leucophrys,white-crowned_sparrow,monogamy,68,47.1,28,64.3,48.02,-122.05,no,microsatellite,2005,2005,1,April,August,no,199,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,25,38.5,,27.3,28.27,29.86166667,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,3,7,NA,NA,NA,NA,2,4,0,Territorial,Strong,48.02,-122.05,Zonotrichia_leucophrys_48.02_-122.05,monogamy,open,monogamy,monogamy,microsatellite,1,no,species_coordinates,18,10,32,36,biparental,biparental
143MacDougall-Shackleton2002,total,Zonotrichia_leucophrys,white-crowned_sparrow,monogamy,342,41.2,96,44.8,38.57,-119.03,no,microsatellite,1997,1999,3,May,August,yes,199,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,25,38.5,,27.3,28.27,29.86166667,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,3,7,NA,NA,NA,NA,2,4,0,Territorial,Strong,38.57,-119.03,Zonotrichia_leucophrys_38.57_-119.03,monogamy,open,monogamy,monogamy,microsatellite,3,no,species_coordinates,43,53,141,201,biparental,biparental
30Poesel2011,total,Zonotrichia_leucophrys,white-crowned_sparrow,monogamy,189,29.1,62,38.7,43.16,-124.41,no,microsatellite,2005,2007,3,March,June,yes,199,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Zonotrichia_leucophrys,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,25,38.5,,27.3,28.27,29.86166667,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,3,7,NA,NA,NA,NA,2,4,0,Territorial,Strong,43.16,-124.41,Zonotrichia_leucophrys_43.16_-124.41,monogamy,open,monogamy,monogamy,microsatellite,3,no,species_coordinates,24,38,55,134,biparental,biparental
38Robertson2001,total,Zosterops_lateralis,capricorn_silvereye,monogamy,122,0,53,0,-23.43,151.9,no,DNA_fingerprinting,1991,1992,2,September,November,no,200,Zosterops_lateralis,Zosterops_lateralis,Zosterops_lateralis,Zosterops_lateralis,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,NA,NA,,NA,NA,13.05,0,0,1,0,0,0,NA,NA,NA,NA,0,CP,2,4,NA,NA,NA,NA,0,4,0,Territorial,Weak,-23.43,151.9,Zosterops_lateralis_-23.43_151.9,monogamy,open,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,0,53,0,122,biparental,biparental
263Schulze-Hagen1993,total,Acrocephalus_melanopogon,moustached_warbler,polyandry,44,27.3,18,38.9,47.93,16.75,NA,NA,NA,NA,#VALUE!,March,July,NA,201,Acrocephalus_melanopogon,Acrocephalus_melanopogon,Acrocephalus_melanopogon,Acrocephalus_melanopogon,no_fam,no_fam,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,NA,NA,,NA,NA,11.4,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,CP,2,7,yes,68,Clements_name,NA,2,4,0,Territorial,Strong,47.93,16.75,Acrocephalus_melanopogon_47.93_16.75,polygamy,open,polygamy,polygamy,NA,NA,NA,species_coordinates,7,11,12,32,NA,NA
51Leisler2000,total,Acrocephalus_paludicola,aquatic_warbler,no social bond,340,39.1,75,76,53.33,22.67,no,microsatellite,1993,1997,5,May,August,yes,202,Acrocephalus_paludicola,Acrocephalus_paludicola,Acrocephalus_paludicola,Acrocephalus_paludicola,NA,NA,Female only,Female only,uniparental,uniparental,uniparental,10.2,19.6,,9.5,15.2,13.3,0,0,0,0,0,0,NA,Poly,polygamy,Poly,0,CP,3,6,NA,NA,NA,NA,2,4,0,Territorial,Strong,53.33,22.67,Acrocephalus_paludicola_53.33_22.67,polygamy,open,polygamy,polygamy,microsatellite,5,no,species_coordinates,57,18,133,207,uniparental,uniparental
263Schulze-Hagen1993,total,Acrocephalus_paludicola,aquatic_warbler,no social bond,70,35.7,18,50,53.48,23,no,DNA_fingerprinting,1990,1990,1,May,July,single-year study,202,Acrocephalus_paludicola,Acrocephalus_paludicola,Acrocephalus_paludicola,Acrocephalus_paludicola,NA,NA,Female only,Female only,uniparental,uniparental,uniparental,10.2,19.6,,9.5,15.2,13.3,0,0,0,0,0,0,NA,Poly,polygamy,Poly,0,CP,3,6,NA,NA,NA,NA,2,4,0,Territorial,Strong,53.48,23,Acrocephalus_paludicola_53.48_23,polygamy,open,polygamy,polygamy,DNA_fingerprinting,1,no,species_coordinates,9,9,25,45,uniparental,uniparental
138Richardson2001,signe-year,Acrocephalus_sechellensis,seychelles_warbler,cooperative breeder,55,38.2,45,40,-4.32,55.65,no,microsatellite,1999,1999,1,May,September,single-year study,203,Acrocephalus_sechellensis,Acrocephalus_sechellensis,Acrocephalus_sechellensis,Acrocephalus_sechellensis,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,15,NA,,16.8,NA,15.9,0,0,0,0,0,0,Mono,NA,monogamy,Mono,1,CP,1,3,yes,43.5,Clements_name,NA,2,4,0,Territorial,Weak,-4.32,55.65,Acrocephalus_sechellensis_-4.32_55.65,monogamy,open,monogamy,monogamy,microsatellite,1,no,species_coordinates,18,27,21,34,NA,NA
299de L. Brooke1995,total,Acrocephalus_vaughani_taiti,henderson_reed-warbler,monogamy_polyandry,28,7.1,NA,NA,-24.38,-128.32,no,DNA_fingerprinting,1991,1991,1,September,December,single-year study,204,Acrocephalus_vaughani,Acrocephalus_vaughani,Acrocephalus_vaughani,Acrocephalus_vaughani,NA,NA,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,22,NA,,27,NA,24.5,0,1,0,1,0,0,NA,NA,NA,NA,0,CP,2,3,yes,36.4,Clements_name,NA,1,4,0,Territorial,Weak,-24.38,-128.32,Acrocephalus_vaughani_taiti_-24.38_-128.32,mixed,open,mixed,NA,DNA_fingerprinting,1,no,species_coordinates,NA,NA,2,26,NA,NA
289Oring1992,total,Actitis_macularius,spotted_sandpiper,polyandry,34,2.9,9,11.1,47.17,-94.42,no,DNA_fingerprinting,1990,1991,2,May,July,yes,205,Actitis_macularius,Actitis_macularius,Actitis_macularius,Actitis_macularius,no_fam,no_fam,Male only,Male only,uniparental,uniparental,uniparental,30.7,75.5,,19,64,45,0,0,0,1,0,0,Mono,Poly,mixed,MonoPoly,0,SC,3,5,NA,NA,NA,NA,3,4,1,Territorial,Strong,47.17,-94.42,Actitis_macularius_47.17_-94.42,polygamy,ground,polygamy,polygamy,DNA_fingerprinting,2,no,species_coordinates,1,8,1,33,uniparental,uniparental
45Hatchwell2002,total,Aegithalos_caudatus,long-tailed_tit,cooperative breeder,372,1.9,48,12.5,53.37,-1.57,no,microsatellite,1994,2000,7,March,June,no,206,Aegithalos_caudatus,Aegithalos_caudatus,Aegithalos_caudatus,Aegithalos_caudatus,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,NA,NA,,NA,NA,8.3,0,0,1,0,0,0,Mono,NA,monogamy,Mono,1,DM,6,15,yes,38.1,Clements_name,NA,0,4,0,Territorial,Weak,53.37,-1.57,Aegithalos_caudatus_53.37_-1.57,monogamy,ground,monogamy,monogamy,microsatellite,7,no,species_coordinates,6,42,7,365,NA,NA
236Li2014,total,Aegithalos_concinnus,black-throated_tit,cooperative breeder,383,5.7,64,17.2,31.95,114.25,no,microsatellite,2008,2011,4,January,May,no,207,Aegithalos_concinnus,Aegithalos_concinnus,Aegithalos_concinnus,Aegithalos_concinnus,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,NA,NA,,NA,NA,6.4,0,1,0,0,0,0,NA,NA,NA,NA,3,SP,3,7,yes,10.8,Clements_name,NA,1,4,0,Territorial,Weak,31.95,114.25,Aegithalos_concinnus_31.95_114.25,monogamy,other_enclosed,monogamy,monogamy,microsatellite,4,no,species_coordinates,11,53,22,361,NA,NA
422Birks1997,total,Alectura_lathami,Australian_brush-turkey,no social bond,65,27.7,10,NA,-27.85,153.17,no,DNA_fingerprinting,1990,1992,3,July,December,no,208,Alectura_lathami,Alectura_lathami,Alectura_lathami,Alectura_lathami,no_fam,no_fam,Male only,Male only,uniparental,uniparental,uniparental,1980,2510,,2120,2950,2390,0,0,0,0,0,0,NA,Poly,polygamy,Poly,0,M,15,27,NA,NA,NA,NA,3,4,0,Territorial,Weak,-27.85,153.17,Alectura_lathami_-27.85_153.17,polygamy,ground,polygamy,polygamy,DNA_fingerprinting,3,no,species_coordinates,NA,NA,18,47,uniparental,uniparental
67Hill2010,total,Ammodramus_caudacutus,saltmarsh_sparrow,no social bond,NA,NA,60,95,41,-72,no,microsatellite,2003,2004,2,May,June,yes,209,Ammodramus_caudacutus,Ammodramus_caudacutus,Ammospiza_caudacuta,Ammospiza_caudacuta,no_fam,no_fam,Pair,Pair,biparental,biparental,biparental,15.4,22.5,,15.3,24.1,19.325,0,0,0,0,0,0,NA,NA,NA,NA,0,CP,3,5,NA,NA,NA,NA,3,4,0,Territorial,Strong,41,-72,Ammodramus_caudacutus_41_-72,polygamy,open,polygamy,polygamy,microsatellite,2,no,species_coordinates,57,3,NA,NA,biparental,biparental
7Ball 2017,total,Anthoscopus_minutus,cape_pendulin_tit,cooperative breeder,42,7.1,13,15.4,-33.68,18.43,no,microsatellite,2002,2007,6,NA,NA,no,210,Anthoscopus_minutus,Anthoscopus_minutus,Anthoscopus_minutus,Anthoscopus_minutus,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,7.5,8.6,,6.9,NA,7.12,0,1,1,0,0,0,Mono,NA,monogamy,Mono,2,PN,4,8,yes,28.6,Clements_name,NA,1,4,0,Territorial,Weak,-33.68,18.43,Anthoscopus_minutus_-33.68_18.43,monogamy,other_enclosed,monogamy,monogamy,microsatellite,6,no,species_coordinates,2,11,3,39,NA,NA
231Quinn1999,total,Aphelocoma_coerulescens,Florida_scrub-jay,cooperative breeder,139,0,60,0,27.17,-81.35,no,DNA_fingerprinting,1989,1992,4,March,June,no,211,Aphelocoma_coerulescens,Aphelocoma_coerulescens,Aphelocoma_coerulescens,Aphelocoma_coerulescens,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,68.12,80,,72.95,83.93,76.25,0,0,0,0,0,0,Mono,NA,monogamy,Mono,1,"CP,PL",1,6,yes,50,Clements_name,NA,0,4,0,Territorial,Weak,27.17,-81.35,Aphelocoma_coerulescens_27.17_-81.35,monogamy,open,monogamy,monogamy,DNA_fingerprinting,4,no,species_coordinates,0,60,0,139,NA,NA
438Li2000,total,Aphelocoma_ultramarina,Mexican_jay,cooperative breeder,139,39.6,51,63,31.92,-109.25,no,microsatellite,1991,1996,6,March,June,yes,212,Aphelocoma_ultramarina,Aphelocoma_ultramarina,Aphelocoma_wollweberi,Aphelocoma_wollweberi,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,87.7,142.5,,86.5,135.6,113.075,0,1,0,0,0,0,Mono,Poly,mixed,MonoPoly,1,PL,1,5,yes,100,Clements_name,NA,2,4,0,Territorial,Weak,31.92,-109.25,Aphelocoma_ultramarina_31.92_-109.25,monogamy,open,monogamy,monogamy,microsatellite,6,no,species_coordinates,32,19,55,84,NA,NA
331Winterbottom2001,total,Bubalornis_niger,red-billed_buffalo_weaver,polygynandry_cooperative breeder,55,34.5,25,32,NA,NA,no,DNA_fingerprinting,1994,1996,3,November,April,no,213,Bubalornis_niger,Bubalornis_niger,Bubalornis_niger,Bubalornis_niger,no_fam,no_fam,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,59,90,,65,98,78,1,1,0,0,0,0,NA,Poly,polygamy,Poly,1,SP,2,4,yes,60,Clements_name,NA,3,4,0,Territorial,Weak,NA,NA,Bubalornis_niger_331Winterbottom2001,polygamy,other_enclosed,polygamy,polygamy,DNA_fingerprinting,3,no,species_study_id_missing_coordinates,8,17,19,36,NA,NA
219Faaborg 1995,total,Buteo_galapagoensis,Galapagos_hawk,polyandry,22,0,10,0,-0.23,-90.7,no,DNA_fingerprinting,1990,1991,2,January,April,no,214,Buteo_galapagoensis,Buteo_galapagoensis,Buteo_galapagoensis,Buteo_galapagoensis,no_fam,no_fam,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,1223,1578,,844,1137,1195.5,0,0,1,1,0,0,Mono,Poly,mixed,MonoPoly,1,NA,1,3,yes,75,Clements_name,NA,3,4,1,Territorial,Weak,-0.23,-90.7,Buteo_galapagoensis_-0.23_-90.7,polygamy,NA,polygamy,polygamy,DNA_fingerprinting,2,no,species_coordinates,0,10,0,22,NA,NA
236Briskie1998,total,Calcarius_pictus,Smith´s_longspur,polygynandry,114,0.9,31,3.2,58.77,-94.15,no,DNA_fingerprinting,1989,1993,5,June,July,no,215,Calcarius_pictus,Calcarius_pictus,Calcarius_pictus,Calcarius_pictus,no_fam,no_fam,nk-coop,nk-coop,nk_cooperation,nk_cooperation,nk_cooperation,19.7,29,,21,32,25.425,0,0,0,0,0,0,Mono,Poly,mixed,MonoPoly,0,CP,2,6,yes,47.4,Clements_name,NA,3,4,0,Territorial,Strong,58.77,-94.15,Calcarius_pictus_58.77_-94.15,polygamy,open,polygamy,polygamy,DNA_fingerprinting,5,no,species_coordinates,1,30,1,113,NA,NA
144Berg2005,total,Calocitta_formosa,white-throated_magpie-jay,cooperative breeder,105,48.6,26,61.5,10.83,-85.62,no,microsatellite,1999,2002,4,January,July,no,216,Calocitta_formosa,Calocitta_formosa,Cyanocorax_formosus,Cyanocorax_formosus,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,205.5,210,,205,213.3,208.6333333,0,1,1,0,0,0,NA,NA,NA,NA,2,CP,3,4,yes,100,Clements_name,NA,2,4,0,Territorial,Weak,10.83,-85.62,Calocitta_formosa_10.83_-85.62,monogamy,open,monogamy,monogamy,microsatellite,4,no,species_coordinates,16,10,51,54,NA,NA
226Haydock1996,total,Campylorhynchus_griseus,bicolored_wren,cooperative breeder,222,2.3,99,NA,8.5,-67.6,no,DNA_fingerprinting,1989,1991,3,April,May,no,217,Campylorhynchus_griseus,Campylorhynchus_griseus,Campylorhynchus_griseus,Campylorhynchus_griseus,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,NA,NA,,NA,NA,41.75,0,0,1,0,0,0,NA,NA,NA,NA,1,DM,3,5,yes,61.6,Clements_name,NA,1,4,0,Territorial,Weak,8.5,-67.6,Campylorhynchus_griseus_8.5_-67.6,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,3,no,species_coordinates,NA,NA,5,217,NA,NA
369Rabenold1990,total,Campylorhynchus_nuchalis,stripe-backed_wren,cooperative breeder,69,1.4,34,2.9,9.38,-67.7,no,DNA_fingerprinting,1988,1989,2,April,December,no,218,Campylorhynchus_nuchalis,Campylorhynchus_nuchalis,Campylorhynchus_nuchalis,Campylorhynchus_nuchalis,coop_families,coop_families,Cooperation,Cooperation,cooperation,cooperation,cooperation,NA,NA,,NA,NA,23.3,0,0,0,0,0,0,NA,Poly,polygamy,Poly,2,DM,4,4,yes,67.4,Clements_name,NA,1,4,0,Territorial,Weak,9.38,-67.7,Campylorhynchus_nuchalis_9.38_-67.7,monogamy,ground,monogamy,monogamy,DNA_fingerprinting,2,no,species_coordinates,1,33,1,68,NA,NA
264Semple2001,total,Centrocercus_urophasianus,greater_sage-grouse,no social bond,NA,NA,10,20,37.67,-118.83,no,microsatellite,1997,2000,4,March,May,no,219,Centrocercus_urophasianus,Centrocercus_urophasianus,Centrocercus_urophasianus,Centrocercus_urophasianus,family,family,Female only,Female only,uniparental,uniparental,uniparental,1000,1800,,1700,3900,2100,0,1,0,0,1,1,NA,Poly,polygamy,Poly,0,SC,7,15,NA,NA,NA,NA,4,4,0,Non-territorial,Weak,37.67,-118.83,Centrocercus_urophasianus_37.67_-118.83,polygamy,ground,polygamy,polygamy,microsatellite,4,no,species_coordinates,2,8,NA,NA,uniparental,uniparental
